title,price,location,url,breed,sex,age,ready_to_leave,kc_registered,microchipped,neutered,vaccinations,health_checks,seller_type,views,created,seller_name,membership_level,member_since
Alaskan malamute x German shepherd puppies,£800,"Duston, Northamptonshire",https://www.preloved.co.uk/adverts/show/122985943/alaskan-malamute-x-german-shepherd-puppies,Alaskan malamute x German shepherd,Mixed Litter,2 months,at 8 weeks,No,No,No,,,Private Seller,484.0,71 days ago,Ebonyolivia,,December 2021
Saint bernard x great dane puppies,"£1,000","Beverley, East Riding Of Yorkshire",https://www.preloved.co.uk/adverts/show/122998876/saint-bernard-x-great-dane-puppies,Saint dane,Mixed Litter,8 weeks,January 19th and will have 1st vacs and chips before going. Please only enquire if you are serious a,No,Yes,No,,,Private Seller,679.0,43 days ago,Gsp,,October 2019
5 french bulldog for sale left,"£1,500","Walsell, West Midlands",https://www.preloved.co.uk/adverts/show/122999186/5-french-bulldog-for-sale-left,French bulldog,Mixed Litter,2 months,at 8 weeks,No,Yes,No,Yes they are,Yes they are,Private Seller,74.0,42 days ago,Miss C,,August 2021
Gorgeous Pembroke corgi,£500,"Workington, Cumbria",https://www.preloved.co.uk/adverts/show/123002826/gorgeous-pembroke-corgi,Pembroke corgi,Mixed Litter,2 months,"now, they are well socialised babies and raised in our home. They will be microchipped and can be se",No,Yes,No,No,From health tested parents,Private Seller,274.0,32 days ago,Birkcross fell ponies,,August 2021
Patterdale terrier x cocker Spaniel puppy’s,£800,"Clacton-on-sea, Essex",https://www.preloved.co.uk/adverts/show/122992371/patterdale-terrier-x-cocker-spaniel-puppys,Patterdale terrier x cocker spaniel,Mixed Litter,3 months,at 8 weeks,No,No,,No,Yes,Private Seller,497.0,57 days ago,Reggie deakin,,May 2019
KC Reg Springer Spaniel Puppy - Black & White,£850,"Watchet, Somerset",https://www.preloved.co.uk/adverts/show/122941359/kc-reg-springer-spaniel-puppy-black-white,English Springer Spaniel,Male,6 months,Now,Yes - Breed Register,Yes,No,done.,Checked by vet at time of microchip & tail docking,Private Seller,744.0,158 days ago,Kriscoop1970,,October 2010
Presa Canario Puppies – Ready 20th November,£425,"Moreton, Merseyside",https://www.preloved.co.uk/adverts/show/122978779/presa-canario-puppies-ready-20th-november,Presa Canario,Mixed Litter,3 months,"from 20th November.Raised in our family home, they’re well-socialised, confident, and used to everyd",No,Yes,No,,,Private Seller,547.0,86 days ago,mikeloftus,,October 2009
KC reg - Health tested clear - Proven Stud,£200,"West Sussex, England",https://www.preloved.co.uk/adverts/show/123004497/kc-reg-health-tested-clear-proven-stud,Chihuahua,Male,2 years,,Yes - Breed Register,,,Fully vaccinated,,,76.0,27 days ago,anna,,October 2009
Mixed littler of 4 KC standard poodle puppies ready to go.,"£1,900","Royal Wootton Bassett, Wiltshire",https://www.preloved.co.uk/adverts/show/122998443/mixed-littler-of-4-kc-standard-poodle-puppies-ready-to-go,standard poodles,Mixed Litter,3 months,at 8 weeks,Yes - Breed Register,Yes,No,yes,yes,Private Seller,62.0,44 days ago,Jane,,January 2018
Pomeranian puppy's one girl left,"£2,800","Crawley, West Sussex",https://www.preloved.co.uk/adverts/show/122993049/pomeranian-puppys-one-girl-left,Pomeranian,Female,8 weeks,at 8 weeks,No,Yes,No,,Yes,Private Seller,62.0,56 days ago,JessieBella,,April 2020
10 week old French bulldog boy,"£1,000","Walkden, Manchester",https://www.preloved.co.uk/adverts/show/123004346/10-week-old-french-bulldog-boy,French bulldog,Female,2 months,Now,No,Yes,No,Yes,Yes,Private Seller,94.0,28 days ago,Pipbee,,June 2021
Dogue de Bordeaux x cane corso puppies,£750,"Sible Headingham, Essex",https://www.preloved.co.uk/adverts/show/122994552/dogue-de-bordeaux-x-cane-corso-puppies,Dogue de Bordeaux,Mixed Litter,9 weeks,at 8 weeks,No,Yes,No,No,Yes,Private Seller,34.0,52 days ago,bethj,,February 2011
Adorable Shihpoo puppies for sale *ready for their new homes,£850,"Brynteg, Anglsey",https://www.preloved.co.uk/adverts/show/122982078/adorable-shihpoo-puppies-for-sale-ready-for-their-new-homes,Shihpoo,Mixed Litter,4 months,at 9 weeks,No,Yes,No,have had their first vaccination,Have been vet checked,Private Seller,577.0,79 days ago,Olivia,,October 2017
"5 weeks old, Siberian husky Puppies x 5.","£1,000","Callington, Cornwall",https://www.preloved.co.uk/adverts/show/123002902/5-weeks-old-siberian-husky-puppies-x-5,Siberian Husky,Mixed Litter,8 weeks,at 8 weeks,,Yes,No,,,Private Seller,91.0,32 days ago,Jaime123,,December 2025
Kc Reg Fully Health Tested Proven Cavalier King Charles,£300,"Warwick, Warwickshire",https://www.preloved.co.uk/adverts/show/122857764/kc-reg-fully-health-tested-proven-cavalier-king-charles,Cavalier King Charles,Male,2 years,,Yes - Breed Register,,,,,,74.0,285 days ago,AndyH,,August 2011
11 week old microchipped German shepherd X cane corso puppie,£400,"Gainsborough, North Lincolnshire",https://www.preloved.co.uk/adverts/show/123001162/11-week-old-microchipped-german-shepherd-x-cane-corso-puppie,German shepherd X cane corso,Mixed Litter,3 months,Now,No,Yes,No,No,,Private Seller,991.0,37 days ago,SG,,December 2021
Dachshund x jack Russell boys,£400,"Ashcott, Somerset",https://www.preloved.co.uk/adverts/show/123001568/dachshund-x-jack-russell-boys,Dachshund x JR,Male,2 months,at 8 weeks,,Yes,,,,Private Seller,358.0,36 days ago,Sam,,January 2021
KC registered Show Cocker spaniels,"£1,500","Maryport, Cumbria",https://www.preloved.co.uk/adverts/show/123002346/kc-registered-show-cocker-spaniels,Cocker spaniel,Mixed Litter,3 months,at 9 weeks,Yes - Breed Register,Yes,No,1st vaccination,Vet checked and hereditary clear FN and AMS.,Private Seller,37.0,34 days ago,Louise,,September 2014
K.C Registered Cavalier King Charles Spaniel puppies,,"Aberystwyth, Ceredigion",https://www.preloved.co.uk/adverts/show/122987844/kc-registered-cavalier-king-charles-spaniel-puppies,Cavalier King Charles Spaniel,Mixed Litter,4 months,at 8 weeks,Yes - Breed Register,Yes,No,Lepto 4 and parvo,Health checked,Private Seller,438.0,67 days ago,E Cummings,,March 2018
12 week old boarder collie cross huntaway puppies,£500,"Ruthin, Denbighshire",https://www.preloved.co.uk/adverts/show/122986522/12-week-old-boarder-collie-cross-huntaway-puppies,Border collie,Mixed Litter,4 months,Now,No,Yes,No,Fully vaccinated,8 weeks health check,Private Seller,598.0,70 days ago,Adam jones,,October 2025
4 weeks old chihuahua puppies ready to leave in 5 weeks,"£1,500","Faversham, Kent",https://www.preloved.co.uk/adverts/show/122984740/4-weeks-old-chihuahua-puppies-ready-to-leave-in-5-weeks,Chihuahua,Mixed Litter,3 months,in 5 weeks,No,Yes,No,Will be,Will have,Private Seller,229.0,74 days ago,Glen,,September 2014
"2 Cane Corso pups , male and female brother and sister",£850,"Kidsgrove, United Kindom",https://www.preloved.co.uk/adverts/show/122996081/2-cane-corso-pups-male-and-female-brother-and-sister,Cane corso,Mixed Litter,4 months,Now,No,Yes,No,Yes,Yes,Private Seller,511.0,49 days ago,ellagrace1,,April 2024
Husky Puppies - Boy + Girl born 04/07/2025,"£1,250","Torfaen, South Wales",https://www.preloved.co.uk/adverts/show/122933226/husky-puppies-boy-girl-born-04072025,Husky,Mixed Litter,6 months,at 8 weeks,,Yes,No,,,Private Seller,283.0,171 days ago,Fridgeman,,April 2012
Beautiful Red F1BB Cavapoo Puppies – Ready 10th December!,"£1,900",Manchester,https://www.preloved.co.uk/adverts/show/122979961/beautiful-red-f1bb-cavapoo-puppies-ready-10th-december,Cavapoo,Mixed Litter,3 months,"around 10th December, they’ll make the perfect addition to your family. Please note, we will only co",No,Yes,No,,,Private Seller,232.0,84 days ago,mum1608,,September 2010
Female Cane corso 6 months,£600,"Middleton, West Yorkshire",https://www.preloved.co.uk/adverts/show/123005178/female-cane-corso-6-months,Cane corso,Female,6 months,Now,No,Yes,No,Yes,Yes,Private Seller,187.0,25 days ago,Katyp,,December 2025
9 Weeks old working cocker spaniel dog puppies.,"£1,100","Leicester, Leicestershire",https://www.preloved.co.uk/adverts/show/123000382/9-weeks-old-working-cocker-spaniel-dog-puppies,Cocker Spaniel,Male,3 months,for their new homes.,Yes - Breed Register,Yes,No,First inoculation,,Private Seller,54.0,39 days ago,victor,,October 2012
Miniature Golden doodle brother and sister,"£1,750","Herne Bay, Kent",https://www.preloved.co.uk/adverts/show/122998370/miniature-golden-doodle-brother-and-sister,Golden doodle,Mixed Litter,3 months,Now,No,Yes,No,Yes,Yes,Private Seller,443.0,44 days ago,FiFi,,July 2010
Vizsladors Puppies - Wirehaired Vizsla x Fox Red Labrador,£950,"Llangollen, Denbighshire",https://www.preloved.co.uk/adverts/show/122895294/vizsladors-puppies-wirehaired-vizsla-x-fox-red-labrador,Vizsla x Labrador,Mixed Litter,7 months,at 8 weeks,No,Yes,No,1st vaccine,Both paretns fully health tested - pups will be vet checked,Private Seller,789.0,227 days ago,RR,,February 2012
Show type cocker spaniel,£950,"Tredegar, Wales",https://www.preloved.co.uk/adverts/show/123002732/show-type-cocker-spaniel,Cocker spaniel show type,Mixed Litter,3 months,Now,No,Yes,No,Yes,Yes,Private Seller,99.0,33 days ago,Mizzpmw,,December 2025
Health Tested Quality Miniature Poodle Stud,£300,"Warwick, Warwickshire",https://www.preloved.co.uk/adverts/show/121745614/health-tested-quality-miniature-poodle-stud,Minature Poodle,Male,3 years,,Yes - Breed Register,,,Yes,,,4074.0,1238 days ago,AndyH,,August 2011
9 weeks old registered black Labrador pup. First vaccination,"£1,200","Penrith, Cumbria",https://www.preloved.co.uk/adverts/show/122995816/9-weeks-old-registered-black-labrador-pup-first-vaccination,Labrador,Male,3 months,Now,Yes - Breed Register,Yes,No,First vaccination,Yes on 27 th November,Private Seller,47.0,49 days ago,Katy,,October 2013
"9 Olde English Bulldogge NEBBR registered puppies 5M, 4F 4","£1,000","Watchet, Somerset",https://www.preloved.co.uk/adverts/show/122990938/9-olde-english-bulldogge-nebbr-registered-puppies-5m-4f-4,Olde English Bulldogge,Mixed Litter,11 weeks,at 8 weeks,,Yes,No,Vet booked,,Private Seller,102.0,60 days ago,Jacl79,,November 2025
French bulldog puppy male 3 month old READY TO LEAVE NOW,£850,"Bacup, Lancashire",https://www.preloved.co.uk/adverts/show/122996825/french-bulldog-puppy-male-3-month-old-ready-to-leave-now,French bulldog,Male,4 months,NOW,No,Yes,No,Up to date,Up to date,Private Seller,151.0,47 days ago,Barbara hobson,,November 2025
F2 sprocker puppy's 8 weeks old reddy to go,£550,"Kirkcudbright, Dumfriesher",https://www.preloved.co.uk/adverts/show/122988563/f2-sprocker-puppys-8-weeks-old-reddy-to-go,Sprocker,Mixed Litter,3 months,Now,Yes - Breed Register,Yes,No,,,Private Seller,220.0,65 days ago,Pippa,,March 2020
10 week old micro chipped Cane Corso Puppies,"£1,000","Northwich, Cheshire",https://www.preloved.co.uk/adverts/show/122974650/10-week-old-micro-chipped-cane-corso-puppies,Cane corso,Mixed Litter,4 months,at 8 weeks,Yes - Breed Register,Yes,No,,Flea and wormed,Private Seller,377.0,95 days ago,Chunkythecorso,,August 2024
Stunning cockapoos puppies for sale 4 SOLD!!! SOON AS SEEN,"£1,000","Twickenham, Greater London",https://www.preloved.co.uk/adverts/show/122978721/stunning-cockapoos-puppies-for-sale-4-sold-soon-as-seen,Cockapoo,Mixed Litter,3 months,at 8 weeks,No,Yes,,Yes,Yes,Private Seller,327.0,86 days ago,Johnb1937,,November 2021
German Shepard Girls born April 25,£500,"Solihull, West Midland",https://www.preloved.co.uk/adverts/show/122911391/german-shepard-girls-born-april-25,German Shepard,Female,8 months,Now,No,Yes,No,,,Private Seller,797.0,201 days ago,Declan,,July 2025
Dog to re-home to a loving person,£50,"Macclesfield, Cheshire",https://www.preloved.co.uk/adverts/show/123005399/dog-to-re-home-to-a-loving-person,Alapaha blue blood bulldog,Male,4 years,Now,No,Yes,No,Nobivac DHP nobivac l4 moving KC for dogs,,Private Seller,787.0,24 days ago,Shanman123,,December 2025
BEAUTIFUL BROWN MOYEN KLEINE POODLE STUD,£300,"Warwick, Warwickshire",https://www.preloved.co.uk/adverts/show/119812889/beautiful-brown-moyen-kleine-poodle-stud,Moyen Kleine poodle,Male,7 years,NOW,No,,,Annual,,,13367.0,2105 days ago,AndyH,,August 2011
Pedigree Miniature Dachshunds *ALL RESERVED*,"£1,000","Worcester, Gbr",https://www.preloved.co.uk/adverts/show/122996084/pedigree-miniature-dachshunds-all-reserved,Miniature Dachshund,Female,9 weeks,on 16th Jan 2026,Yes - Breed Register,Yes,No,Yes,Yes,Private Seller,822.0,49 days ago,Vanybelle,Premium,May 2022
Red Kc Reg Health Tested Miniature Poodle,£300,"Warwick, Warwickshire",https://www.preloved.co.uk/adverts/show/122857775/red-kc-reg-health-tested-miniature-poodle,Miniature Poodle,Male,7 years,NOW,Yes - Breed Register,,,,,,95.0,285 days ago,AndyH,,August 2011
"Sprocker Girl, available now.",£850,"Hythe, Kent",https://www.preloved.co.uk/adverts/show/123002592/sprocker-girl-available-now,Sprocker,Female,2 months,Now,No,Yes,No,First vaccine,Full health check completed,Private Seller,54.0,33 days ago,lainey,,July 2013
Dachshund English Cream Kc reg,"£3,000",Crosshands,https://www.preloved.co.uk/adverts/show/122998115/dachshund-english-cream-kc-reg,dachshund,Male,3 months,Now,Yes - Breed Register,Yes,No,All up to date,Fully vet health checked,Licensed Breeder,54.0,44 days ago,Sian,,May 2007
Miniature Dachshund boys,"£1,000","Walsall, West Midlands",https://www.preloved.co.uk/adverts/show/122981100/miniature-dachshund-boys,Miniature Dachshund,Male,4 months,at 8 weeks,Yes - Breed Register,Yes,No,,,Private Seller,304.0,81 days ago,Summer,,April 2008
7 month old chihuahuas for sale,£950,"Blackpool, Lancashire",https://www.preloved.co.uk/adverts/show/123003554/7-month-old-chihuahuas-for-sale,Chihuahuas,Female,8 months,Now,No,Yes,No,Nobivac,Yes,Private Seller,133.0,30 days ago,Maddy,,June 2012
Teacup Chipoo- 1 BOY LEFT,"£2,000","Clitheroe, Lancs",https://www.preloved.co.uk/adverts/show/122898706/teacup-chipoo-1-boy-left,Chipoo,Male,9 months,Now,No,Yes,No,,YES,Licensed Breeder,881.0,222 days ago,Jane,,June 2010
Kc show cocker spaniel health tested and free Insurance,"£1,700","Doncaster, Southyorkshire",https://www.preloved.co.uk/adverts/show/122985963/kc-show-cocker-spaniel-health-tested-and-free-insurance,Cocker spaniel,Mixed Litter,3 months,at 8 weeks,Yes - Breed Register,Yes,No,First vaccination at 8 weeks,Vet checked,Private Seller,323.0,71 days ago,Mary,,February 2021
Dachshund Mini Long Haired Ready now,"£1,300","Doncaster, Nottinghamshire",https://www.preloved.co.uk/adverts/show/122973134/dachshund-mini-long-haired-ready-now,Dachshund,Mixed Litter,4 months,at 8 weeks,Yes - Breed Register,Yes,No,Fully health checked,Puppy health check,Private Seller,787.0,98 days ago,Carol,,April 2022
2 beautiful female miniature daschunds,"£1,000",Cardiff,https://www.preloved.co.uk/adverts/show/122996496/2-beautiful-female-miniature-daschunds,Miniature daschund,Female,2 months,at 8 weeks,No,Yes,No,N/a,Yes,Private Seller,33.0,48 days ago,Rwjones,,June 2013
Beautiful Miniature Dachshunds Silver Dapple & Black and Tan,"£1,600","Sheffield, South Yorkshire",https://www.preloved.co.uk/adverts/show/122996376/beautiful-miniature-dachshunds-silver-dapple-black-and-tan,Miniature Dachshunds,Mixed Litter,8 weeks,"on 16th January 2026 Are you looking for a loving, well-socialised puppy to join your family? Our be",No,Yes,No,Both sets,Yes,Private Seller,37.0,48 days ago,Horsey,,August 2010
"LURCHERS, LURCHERS, LURCHERS!",£250,"Halifax, West Yorkshire",https://www.preloved.co.uk/adverts/show/122787081/lurchers-lurchers-lurchers,Lurcher,Mixed Litter,2 years,Now,No,Yes,Yes,Both doses,Yes,Rescue,5455.0,395 days ago,Lurcher Link Rescue,,December 2024
Adorable French bulldogs,"£1,500","Doncaster, South Yorkshire",https://www.preloved.co.uk/adverts/show/122996693/adorable-french-bulldogs,French bulldog,Male,9 weeks,at 8 weeks,No,No,No,,"through out, all 3 will be vaccinated and will leave microchipped, they’ve been wormed and will cont",Private Seller,27.0,48 days ago,Naomi,,December 2025
Rare Lilac & Blue Chihuahuas – Small & Beautiful,"£1,750","Rugeley, Staffordshire",https://www.preloved.co.uk/adverts/show/122997599/rare-lilac-blue-chihuahuas-small-beautiful,Chihuahua,Mixed Litter,8 weeks,at 8 weeks,No,Yes,No,No Vaccine,Health Checked by a vet.,Private Seller,54.0,46 days ago,donna,,April 2018
Pedigree KC ShOw CoCkErS fully vacc.,"£1,500","Bridgnorth /Telford, Shropshire",https://www.preloved.co.uk/adverts/show/122907987/pedigree-kc-show-cockers-fully-vacc,Show Cocker spaniel,Female,7 months,at 10 weeks,Yes - Breed Register,Yes,No,", had their 8 week vet health check, they are microchipped in the new families name, Kennel club reg",8wk vet check,Private Seller,157.0,206 days ago,Miss T,,July 2008
German shepherd cross female Freya,£500,"Chorley, Lancashire",https://www.preloved.co.uk/adverts/show/123001552/german-shepherd-cross-female-freya,Gsd cross,Female,6 months,Now,No,Yes,No,Not sure,Yes,Rescue,301.0,36 days ago,Nat,,November 2025
"Stunning Sable Show Cocker Stud, Extensive DNA Health Tests.",£250,"Shropshire, Shropshire/cheshire/staffs Border.",https://www.preloved.co.uk/adverts/show/119924149/stunning-sable-show-cocker-stud-extensive-dna-health-tests,Cocker Spaniel,Male,8 years,,Yes - Breed Register,,,Up to date,,,14122.0,2051 days ago,Fallow fields,,October 2010
Lovegood Thelegendhagrid available for Stud,£300,"Yarm, North Yorkshire",https://www.preloved.co.uk/adverts/show/121684661/lovegood-thelegendhagrid-available-for-stud,Boxer,Male,4 years,,Yes - Breed Register,,,Yes,,,4338.0,1268 days ago,Lovegood,,April 2011
Pomeranian x Miniature Jacks,"£1,100","Hull, East Yorkshire",https://www.preloved.co.uk/adverts/show/122988756/pomeranian-x-miniature-jacks,Pomeranian x Miniature Jack Russell,Mixed Litter,3 months,at 9 weeks,No,Yes,No,,Yes,Private Seller,523.0,65 days ago,CaimanCutie,,October 2011
3 yr old non reg lakeland terrier dog,£100,"Gwalchmai, Anglesey",https://www.preloved.co.uk/adverts/show/122993338/3-yr-old-non-reg-lakeland-terrier-dog,Lakeland terrier,Male,3 years,Now,No,Yes,No,,,Private Seller,846.0,55 days ago,Emmapendref1,,July 2023
